2025-03-25,THE REJECT SHOP 6618 KARAWARA AU,,28.00,,$24,924.99,General Retail
2025-03-25,Blasta Brewing Co Burswood AU,,16.09,,$24,908.90,Food
2025-03-25,MCDONALDS SOUTH PERTH SOUTH PERTH WA AU,,10.05,,$24,898.85,Food
2025-03-26,CITY OF PERTH PERTH AUS,,60.00,,$24,838.85,Purpose
2025-03-26,IL LIDO ITALIAN COTTESLOE WA AUS,,5.04,,$24,833.81,Food
2025-03-26,SOUTH PERTH 7 DAY CH SOUTH PERTH WA AUS,,21.99,,$24,811.82,General Retail
2025-03-26,RED ROOSTER GOSNELLS GOSNELLS WA AUS,,12.45,,$24,799.37,Food
2025-03-26,Transfer To allegra family lawyers,,385.00,,$24,414.37,Transfer
2025-03-26,BP EXPRESS 6192 STH PERTH AU,,125.55,,$24,288.82,Fuel
2025-03-26,KMART 1278 E VICTORIA PKAU,,14.40,,$24,274.42,General Retail
2025-03-26,TIEN TIEN YOGURT PL EAST VICTORIAAU,,8.90,,$24,265.52,Food
2025-03-26,Shokudou East VictoriaAU,,15.15,,$24,250.37,Food
2025-03-26,FARMER JACKS COMO COMO AU,,29.57,,$24,220.80,Groceries
2025-03-27,Salary DEPT OF EDUCATIO,,4076475,$2,280.37,$26,501.17,Salary
2025-03-27,IL LIDO ITALIAN COTTESLOE WA AUS,,4.53,,$26,496.64,Food
2025-03-27,OFFICEWORKS 0601 EASTO EA AU AUS,,5.94,,$26,490.70,Office Supplies
2025-03-27,OFFICEWORKS 0623 BELMO B AU AUS,,4.44,,$26,486.26,Office Supplies
2025-03-27,SQ *SEXUAL TRAUMA COUN SUBIACO AU,,180.00,,$26,306.26,Service
2025-03-27,Accent Cafe Subiaco AU,,17.15,,$26,289.11,Cafe
2025-03-27,Lum's Wine Bar Subiaco AU,,24.19,,$26,264.92,Bar
2025-03-27,Ribs Lane Subiaco Subiaco AU,,32.28,,$26,232.64,Food
2025-03-28,PRESAR GROUP PTY LTD SOUTH PERTH AUS,,15.70,,$26,216.94,General Retail
2025-03-28,OFFICEWORKS 0602 SUBIA S AU AUS,,0.20,,$26,216.74,Office Supplies
2025-03-28,SQ *LA MINT CAFE Bentley AU,,11.50,,$26,205.24,Cafe
2025-03-28,EMPOWERMENT ADVENTURE,,97.00,,$26,108.24,Entertainment
2025-03-28,CHILLIZ KARAWARA KARAWARA AU,,9.70,,$26,098.54,Food
2025-03-28,COLES 0356 KARAWARA AU,,4.25,,$26,094.29,Groceries
2025-03-29,MYER PERTH CITY PERTH WA AUS,,90.47,,$26,003.82,Shopping
2025-03-29,MYER PERTH CITY PERTH WA AUS,,139.00,,$25,864.82,Shopping
2025-03-29,Reddy Express 6917Redd Perth South 06 AU,,7.00,,$25,857.82,Transportation
2025-03-29,SQ *LA MINT CAFE Bentley AU,,5.30,,$25,852.52,Cafe
2025-03-30,SQ *HEAVENLY GROUNDED Neerabup AU,,11.00,,$25,841.52,Cafe
2025-03-30,Hale Hockey Club, Inc Doubleview AU,,6.00,,$25,835.52,Sports
2025-04-01,SUSHI HUB WILLIAM ST PERTH WA AUS,,9.00,,$25,826.52,Food
2025-04-01,SOUTHERN CLINIC COMO WA AUS,,95.00,,$25,731.52,Health
2025-04-01,WILSON PARKING AUSTRAL SUBIACO WA AUS,,25.31,,$25,706.21,Parking
2025-04-01,WILSON PARKING AUSTRAL SUBIACO WA AUS,,4.05,,$25,702.16,Parking
2025-04-02,CocaColaEPP Bentley AUS,,4.50,,$25,697.66,Beverage
2025-04-02,C HE AND X WU AND C ZH COMO WA AUS,,105.00,,$25,592.66,Legal
2025-04-02,FARMER JACKS WOODLAN WOODLANDS WA AUS,,156.12,,$25,436.54,Groceries
2025-04-02,NEXT GEN KINGS PARK WEST PERTH WA AUS,,7.98,,$25,428.56,Health
2025-04-02,Pinn's Palace Cannington AU,,39.90,,$25,388.66,Food
2025-04-03,Reddy Express 6917Redd Perth South 06 AU,,9.00,,$25,379.66,Transportation
2025-04-03,NEXT GEN KINGS PK WEST PERTH WA AUS,,8.00,,$25,371.66,Health
2025-04-03,SQ *POBBLES CAFE Subiaco AU,,6.10,,$25,365.56,Cafe
2025-04-03,SUSSAN PERTH AU,,122.30,,$25,243.26,Clothing
2025-04-04,Reddy Express 6909Redd Victoria Park 06,,6.50,,$25,236.76,Transportation
2025-04-04,OFFICEWORKS 0601 EASTO EA AU AUS,,0.49,,$25,236.27,Office Supplies
2025-04-04,OFFICEWORKS 0601 EASTO EA AU AUS,,3.80,,$25,232.47,Office Supplies
2025-04-04,SQ *FIEND MERCHANTS Como AU,,15.49,,$25,216.98,Shopping
2025-04-04,BUNNINGS 392000 EAST VICTORIAAU,,44.92,,$25,172.06,Tools
2025-04-04,CRC Victoria Park East VictoriaAU,,13.71,,$25,158.35,General Purchase
